corp_code,corp_name,corp_name_eng,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00663289,위월드(주),"WIWORLD Co.,Ltd",140660,박찬구,N,1601110101024,3148134621,대전광역시 유성구  테크노7로 32-4 (용산동),www.wiworld.co.kr,,042-630-0600,042-630-0619,26429,20000707,12
00977377,에이비온(주),ABION Inc.,203400,신영기,K,1101113660142,2148807712,서울특별시 구로구 디지털로 242 한화비즈메트로1차 242915호,www.abionbio.com,,02-6006-7650,02-866-7657,70113,20070416,12
00493501,(주)씨디네트웍스,"CDNetworksCo.,Ltd.",073710,쩌우환잉,E,1101111981649,2118699301,"서울특별시 강남구 테헤란로8길 37 한동빌딩3,4,6,7층 (역삼동)",www.cdnetworks.co.kr,,02-3441-0400,02-569-9632,631,20000527,12
00267979,한일화학공업(주),"HANIL CHEMICAL IND. CO.,LTD",007770,대표이사 사장 윤성진,K,1201110003111,1338126110,충청남도 당진시 석문면 산단3로6길 47 -,www.hanzinc.com,,02  -3448-4253,02  -3448-4268,201,19720328,12
00530121,(주)디에스케이,"DSK Co.,Ltd.",109740,"김태구, 김종원(각자대표)",K,1341110045290,1388113022,경기도 안산시 상록구 수인로710(사사동) -,www.dsk.co.kr,,031-416-9100,031-416-9766,29272,19950203,12
00166272,(주)화승코퍼레이션,"Hwaseung Corporation CO., LTD ",013520,"허성룡,현지호",Y,1845110001252,6218105780,부산광역시 연제구 중앙대로 1079 -,www.hscorp.com,http://www.hscorp.com,051-717-7300,055-387-8027,303,19780915,12
00659815,(주)금오하이텍,"KUMO HITEC. CO., LTD",165270,이강염,E,1115110049291,1278171565,경기도 양주시  은현면 평화로1889번길 130-38,www.kos.co.kr,,031-859-4700,031-866-5399,22223,20020115,12
00117072,(주)동양건설산업,DONGYANG ENGINEERING @ CONSTRUCT CORP.,005900,박광태,E,1101110004038,1388108534,경기도 수원시 권선구  권광로139번길 11,www.dongyangex.co.kr,,02-3420-8000,031-458-9206,41221,19681219,12
00107303,(주)피엔에스커튼월,"PNS CURTAINWALL CO., LTD",033220,남형석,E,1942110001438,6098106187,경상남도 창원시 성산구 웅남로 654-24,www.pnsal.co.kr,,055-283-4560,055-284-4560,24222,19851217,12
00393618,(주)제노텍,GENOTECH CORP.,066830,김재종,N,1601110064157,3148119334,대전광역시 유성구 가정북로 26-69,www.genotech.co.kr ,,042-862-8404,042-862-8406,204,19970708,12
00350738,(주)제네시스디벨롭먼트홀딩스,"Tera Resource Co., Ltd.",053320,대표이사 박형섭,E,1101111426215,1068168160,"서울특별시 강남구 삼성로 508 810호 (삼성동, LG트윈텔2)",www.terares.co.kr,,02)549-9300,02-549-4484,46521,19970613,12
00133715,대주코레스(주),"KORES CO.,LTD",008340,박주정,E,1101110138168,1348100961,전라북도 완주군 봉동읍 완주산단6로 266,www.kores21.com,,063-263-3505,063-263-3508,24222,19721229,12
00946030,(주)로보티즈,ROBOTIS,108490,김병수,K,1101111670044,2098122390,서울특별시 강서구 마곡중앙5로1길 37,www.robotis.com,,070-8671-2600,070-8230-1336,29299,19990325,12
00122728,(주)범양사,"Pumyang Co., Ltd.",002480,이정식,E,1101110016091,1068151034,서울특별시 용산구 장문로6길 12 범양빌딩 5층 (주)범양사,www.pumyang.co.kr,,02-7993-812,02-799-3737,13213,19580904,12
00123967,(주)부산도시가스,"BUSAN CITY GAS CO.,LTD",015350,구태고,E,1801110039495,6178101562,부산광역시 수영구  황령대로 513,www.busangas.co.kr,,051-607-1178,051)623-9870,35200,19810304,12
00108649,(주)티피씨메카트로닉스,TPC Mechatronics Corporation,048770,"엄주섭, 엄재윤",K,1101110245575,1098114912,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터,www.TPCpage.com,,032 -572 -1700,032-573-6665,29142,19790123,12
00231044,(주)우리기술,"Woori Technology, Incorporation",032820,노갑선,K,1101111118656,1128138619,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",www.wooritg.com,,02  -2102-5100,02-2102-5111,28123,19950112,12
00609324,(주)뷰웍스,"Vieworks Co., Ltd.",100120,김후식,K,1101111775894,1208193796,경기도 안양시 동안구 부림로 17041-3,www.vieworks.com,,070-7011-6161,031-737-4954,27199,19990918,12
01429840,주식회사 아이티아이즈,ITEYES Inc.,372800,이성남,K,1101114934273,1178181348,"서울특별시 영등포구 은행로 37, 5층",www.iteyes.co.kr/,,02-783-2970,027835088,58221,20120807,12
00143794,(주)원림,WONLIM CORPORATION,005820,신성엽,Y,1101110095152,1198101618,서울특별시 서초구  남부순환로 2495 원림빌딩 9층,www.wonlim.co.kr,,02-523-9236,02-581-6543,13225,19681028,12
01267222,주식회사 캐리소프트,"CARRIESOFT Co., Ltd.",317530,박창신,K,1101115551646,1138691776,"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호",www.carriesoft.com,www.carriesoft.com,02-2289-1452,02-865-0201,59111,20141030,12
00162780,한일건설(주),"HANIL ENGINEERING & CONSTRUCTION CO.,LTD.",006440,"양승권, 손영호",E,1101110016190,2208122460,"서울특별시 강남구 남부순환로 2708 (도곡동, 매산빌딩) 6층",www.hanilenc.com,,02-527-7000,02-527-7171,4111,19700220,12
00183215,케이디지엠텍(주),"alti-electronics co., ltd.",032290,안태일,E,1348110002147,1248130696,"경상북도 구미시 1공단로9길 85 (공단동, (주)알티전자)",www.alti-e.co.kr,,054-468-5325,054-465-3104,26410,19721023,12
00175650,케이씨더블류 (주),Kyung Chang Wiper Corporation,068060,손 일 호,E,1701110033093,5038109421,대구광역시 달서구  성서공단북로 262 KCW(주),www.kc.co.kr,,053-721-1043,053-718-2401,68112,19880108,12
01139497,주식회사 에스제이켐,"SJ-CHEM Co., Ltd.",217910,배동수,N,1647110011772,3078120911,전라북도 익산시 왕궁면 무왕로 2243-23,www.sj-chem.com/,,041-881-9454,041-881-9457,201,20031009,12
01359736,(주)프로이천,"PRO2000 CO.,LTD.",321260,임이빈,K,1101117042271,7698601155,경기도 군포시 고산로148번길 17 군포IT밸리 411호,,,02-368-6296,02-368-6744,261,20190313,12
00145260,율촌화학(주),"YOULCHON CHEMICAL CO.,LTD",008730,"송녹정,신동윤",Y,1101110145147,1188101288,서울특별시 동작구 여의대방로 112 도연관 15층,www.youlchon.com,,02-822-0022,02-821-0956,22231,19730501,12
00118965,(주)티에이치엔,THN CORPORATION,019180,"이광연, 채승훈",Y,1701110022781,5038119351,대구광역시 달서구 성서로71길 43,www.th-net.co.kr,,053-583-3001,053) 587-9388,289,19860723,12
00125488,삼륭물산(주),Samryoong,014970,조홍로,K,1156110001401,1288103148,경기도 파주시 월롱면 통일로644번길 35,www.srpack.com,,02-499-0091,032-321-1851,17223,19800825,12
00260879,카페24(주),Cafe24 Corp.,042000,이재석,K,1101111698145,1188120586,서울특별시 동작구 보라매로5길 15,www.cafe24.com,,02-3284-0300,02-3284-3188,63112,19990517,12
00861100,아이케이세미콘(주),"IK Semicon Co., Ltd.",149010,윤경덕,N,1101112016635,1138162903,"서울특별시 마포구 성암로 179 8층 (상암동,한샘상암)",www.iksemi.com,,02-3153-7090,02-3152-7090,2611,20000704,12
00304915,코리아에셋투자증권(주),"KOREA ASSET INVESTMENT SECURITIES CO.,LTD.",190650,"기동호, 김은섭",K,1101111844970,1208197564,서울특별시 영등포구 여의나루로 57,www.kasset.co.kr,www.kasset.co.kr,02-550-6200,550-6203,66121,20000106,03
00362159,(주)웰크론,Welcron Company Limited,065950,이영규,K,1101110860216,1208163730,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,www.welcron.com,www.welcron.com,(02)2107-6600,070-7469-6750,13219,19920527,12
01066058,(주)파마리서치바이오,"PHARMARESEARCH BIO Co., Ltd.",217950,"백승걸, 원치엽 (각자대표)",N,1311110242344,1298638951,강원도 강릉시 사임당로 641-3 -,www.pr-bio.co.kr,,031-8039-1401,031-622-4059,212,20091028,12
01303029,주식회사 알비더블유,RBW Inc.,361570,"김진우, 김도훈",K,1101114297944,2118840371,"서울특별시 광진구 자양로 129 12층(자양동, 알비더블유타워)",www.rbbridge.com,,02-517-5748,02-517-5749,59201,20100305,12
01293388,주식회사 무진메디,"Moogene Medi Co., Ltd.",322970,윤태종,N,1101116098324,5418700496,"경기도 하남시 미사강변중앙로7번안길 25씨동 10층(풍산동,유-테크밸리씨타워)",www.moogene.com/,,031-8027-6150,031-8027-6159,70113,20160622,12
01311286,주식회사 퀀타매트릭스,QuantaMatrix Incorporated,317690,권성훈,K,1101114481274,1198635864,"서울특별시 금천구 가산디지털1로 131 B동 16층(가산동, 비와이씨하이시티)",www.quantamatrix.com,,02-6956-3458,02-763-8650,27199,20101129,12
00606886,(주)엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,183490,손기영,K,1601110084890,3148127038,충청북도 제천시 바이오밸리로 59,www.enzychem.co.kr,www.enzychem.co.kr,043-652-2845,042-864-2844,211,19990720,12
01394377,주식회사 이지스밸류플러스위탁관리부동산투자회사,"IGIS Value Plus REIT Co., Ltd.",334890,도병운,Y,1101117173224,5368801452,"서울특별시 영등포구 여의공원로 115, 14층",www.igisvaluereit.com,www.igisvaluereit.com,02-6959-3100,,681,20190716,08
00118008,동원금속(주),"DONGWON METAL CO.,LTD",018500,"이은우, 박승룡",Y,1701110021816,5038106778,경상북도 경산시  진량읍 북리1길  69,www.dwmic.com,http://www.dwmic.com,053-859-2311,0538532319,303,19851214,03
00561732,(주)아스플로,"ASFLOW CO.,LTD.",159010,강두홍,K,1350110119749,1348176326,경기도 화성시 정남면 정남산단로 38,www.asflow.com,,031-352-2301,031-352-2309,29133,20011128,12
00132354,쿠쿠홀딩스(주),"Cuckoo Holdings Co.,Ltd",192400,구본학,Y,1845110000634,6218102895,경상남도 양산시 유산공단2길 14(교동),www.cuckoo.co.kr,,055-380-0734,0553890709,649,19781115,12
00218052,국제엘렉트릭코리아(주),"Kook Je Electric Korea Co., Ltd",053740,나가이마사나리,E,1615110012389,3128114634,"충청남도 천안시 서북구 2공단8길 46 (차암동, 국제엘렉트릭코리아(주))",www.kekorea.co.kr,,041-559-1722,041-621-3279,29271,19930524,03
00595243,(주)엔스퍼트,Enspert. Inc.,098400,이창석,E,1101112329765,2118700810,"서울특별시 강남구 봉은사로68길 19 (삼성동, 빌딩209)","www.enspert,com",,02-2152-9300,02-2152-9399,2611,20010911,12
00133238,성지건설(주),"SUNGJEE CONSTRUCTION CO.,LTD",005980,전병우,E,1101110098940,1058113677,경기도 용인시 수지구 수지로296번길 51-9,www.sungjee.com,,031-272-0972,02-3270-7070,41221,19690201,12
00417167,풍원정밀(주),"POONGWON PRECISION Co.,Ltd.",371950,유명훈,K,1350110049673,1348130029,경기도 안산시 단원구 산단로35번길 24,poongwon.com,,031-493-2107,031-363-3965,262,19960116,12
00631837,(주)안트로젠,"ANTEROGEN CO., LTD.",065660,"이성구, 김미형(각자대표)",K,1101111909906,1088121711,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자)",www.anterogen.com,,02-2104-0391,02-2104-0393,467,20000316,12
00914040,(주)씨엠에스에듀,"CMS Edu Co., Ltd.",225330,이충국,E,1101112828353,2118737049,서울특별시 강남구 테헤란로 521 파르나스타워 21층,www.cmsedu.co.kr,www.cmsedu.co.kr,02-552-8500,02-552-8501,85501,20030724,12
00159254,(주)한국전자홀딩스,"KEC HOLDINGS CO.,LTD",006200,박 명 덕,Y,1101110101470,2298101123,서울특별시 서초구  마방로10길 5,www.kecholdings.co.kr,,02-3497-5535,02)589-5529,64992,19690909,12
01395279,하나금융14호기업인수목적 주식회사,Hana Financial Fourteen Special Purpose Acquisition Company,332710,홍지헌,E,1101117185378,7958701258,서울특별시 영등포구 의사당대로 82 &nbsp,,,02-3771-3254,,66199,20190726,12
01414361,에스케이제5호기업인수목적 주식회사,SK NO.5 SPECIAL PURPOSE ACQUISITION,337450,우종민,E,1101117236783,7168801437,"서울특별시 영등포구 국제금융로8길 31, 4층",,,02-3773-8227,,66199,20190919,12
01414936,에스케이제6호기업인수목적 주식회사,SK NO.6 SPECIAL PURPOSE ACQUISITION COMPANY,340350,송문규,E,1101117262936,2978101897,"서울특별시 영등포구 국제금융로8길 31, 4층",,,02-3773-9131,,66199,20191017,12
00367385,효성오앤비(주),"HyosungONBCo.,Ltd",097870,"박태헌,김방식,박문현",K,1648110001094,3128103710,충남 아산시 신동 279-10,www.hsonb.com,,041-545-8116,042-624-7613,2031,19840823,06
00632793,전진바이오팜(주),"JEONJINBIO CO., LTD.",110020,이태훈,K,1701110273433,5058139862,대구광역시 달서구 성서공단북로 295 -,www.jjbio.co.kr,,053-593-7191,053-593-7193,2049,20040916,12
01366824,(주)제이엠멀티,JM-MULTI,254160,박훈웅,N,1101113865643,2158713035,충청남도 공주시 흑수골길 39 (신관동) 3층,www.jmmulti.com,,02-2043-0753,02-2043-0754,16101,20080324,12
00168401,(주)금비,"KUMBI CO.,LTD",008870,고기영,Y,1201110002022,1268109409,경기도 이천시 부발읍 중부대로1707번길 13,www.e-kumbi.co.kr,,031-632-5280,02-421-7520,23192,19730605,09
00142591,(주)셰프라인,CHEFLINE CORP,012250,손재봉,E,1345110001608,1358103049,충청남도 예산군 대술면 시산리 111-1,www.chefline.co.kr,,02-3473-2750,02-2634-2693,25992,19770603,12
01407909,원텍(주),"WON TECH CO.,Ltd.",336570,"김종원, 김정현",K,1101117232799,4968801552,대전광역시 유성구 테크노8로 64 (용산동),없음,,02-769-3635,,271,20190916,12
01390876,상상인이안제2호기업인수목적 주식회사,Sangsangin Ian No.2 Special Purpose Acquisition Company,329560,김기동,E,1101117138955,3218601249,"서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)",,,02-3779-3386,02-3779-3992,66199,20190614,12
00648721,SNT에너지(주),"SNTEnergy Co.,Ltd.",100840,김형섭,Y,1942110090598,6098181774,경상남도 창원시 성산구  완암로 12,www.hisnt.com,,055-212-6500,02-212-6525,29176,20080205,12
00266943,넥슨지티(주),"Nexon GT Co., Ltd.",041140,신지환,E,1101110984587,1268115901,"경기도 성남시 분당구 판교로 256번길 25 (삼평동, 판교테크노밸리 씨3-7비동)",www.nexon-gt.com,,031-779-2500,02-2091-7784,5821,19931108,12
00493431,자안바이오 주식회사,"JAANHBIO, INC.",221610,이기승,E,1244110043349,1378130353,경기도 안산시 단원구 강촌로 203,jaanhbio.com,,031-364-7400,031-495-8130,20411,20000710,12
01208849,(주)나인테크,"Naintech. CO.,LTD.",267320,박근노,K,1101116353116,2278700493,경기도 평택시 진위면 마산6로 6 -,www.naintec.co.kr,,031-476-0305,02-3771-9643,292,20170322,12
01338724,주식회사 에스앤케이,SNK CORPORATION,950180,마츠바라 켄지,E,,45492,"1-16-17, Esakacho, Suitasi, Osaka, Japan",www.snk-corp.co.jp,,+81-06-6339-6362,81-66378-6360,5821,20010801,07
01135640,이삭엔지니어링(주),"ISAAC Engineering Co., Ltd.",351330,"김창수, 김범수",K,1101113569865,1138610021,경기도 군포시 군포첨단산업1로 15,isaac-eng.com,,031-361-0800,031-361-0800,62021,20061128,12
00530185,(주)이엔에프테크놀로지,"ENF Technology Co., Ltd",102710,"지용석,김정수,박기수(각자대표)",K,1101111957195,2118697360,경기도 용인시 기흥구 탑실로35번길 14 한국알콜산업그룹빌딩,www.enftech.com/,,031-881-8200,031-282-6855,2049,20000501,12
01187458,(주)에스알바이오텍,SR biotek Inc.,270210,이소형,N,1311110188085,1298609534,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호,srbiotek.com/,,031-726-3134,031-733-2145,20423,20070514,12
01046708,바디텍메드(주),Boditech Med Inc.,206640,최의열,K,1101115527168,1078830220,강원도 춘천시 동내면 거두단지1길 43 -,www.boditech.co.kr,,033-243-1400,02-2004-4010,213,20140930,12
00298687,(주)스포츠서울,"The Sports Seoul Co., Ltd.",039670,"이장혁, 이존백 (각자 대표이사)",E,1101111840928,1048148945,"서울특별시 중구 삼일대로6길 5 11층(충무로2가, 조양빌딩신관)",www.sportsseoul.com,,(02)2001-0072,02-2001-0089,58121,19991230,03
00688358,하이즈항공(주),"HIZEAERO Co.,Ltd.",221840,하상헌,K,1101112376401,2158617709,경상남도 사천시 사남면 공단5로 24,www.hizeaero.com,,055-850-8800,055-756-7802,313,20011116,12
00599151,에스브이인베스트먼트 주식회사,SV INVESTMENT CORPORATION,289080,"박성호, 홍원호",K,1101113433440,1078677065,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)",www.svinvest.com,,02-3775-1020,02-3775-1021,649,20060405,03
01532603,주식회사 화승알앤에이,"HWASEUNG R&A CO., LTD.",378850,김형진,Y,2341110120538,3058640935,경상남도 양산시 충렬로 61,www.hsrna.com,,055-370-3331,055-387-8027,30399,20210303,12
01399071,주식회사 고바이오랩,"KoBioLabs, Inc.",348150,고광표,K,1101115487437,1198692996,"서울특별시 관악구 관악로 1 220동 745-1호(신림동, 서울대학교종합연구동)",kobiolabs.com,,02-888-9964,02-888-9940,70113,20140811,12
00226228,(주)한프,HANP INC,066110,위용현,E,1101111011561,3018120927,충청북도 진천군 덕산읍 이덕로 681,www.baiksanopc.co.kr,,043-536-7561,043-536-7577,26329,19940216,12
00872850,비지스틸(주),"DAWIB HIGHTECH Co.,Ltd.",179440,이수남,E,1717110069201,5068157830,"전라남도 광양시 태인4길 50 (태인동, (주)다원하이텍)",dawonhitech.co.kr/,,0619126062,0619126100,24199,20060425,12
00347877,(주)세영디앤씨,"SEYOUNG D&C Co., Ltd.",052190,신재흠,E,1101111093882,1148161794,서울특별시 강남구 학동로 215 4층 401호(씨엘타워),www.sydnc.kr,,070-4699-7060,025157881,901,19941028,12
01067242,(주)비엘사이언스,TCM BIOSCIENCES INC.,228180,신 동진,E,1101114150457,2208785225,"경기도 성남시 분당구 판교로228번길 15, 3동 3층 (삼평동, 판교세븐벤처밸리 1)",www.tcmbiosciences.com,,031-698-3041,031-698-3043,701,20090803,12
01183407,주식회사 이십일스토어,"21store Co.,Ltd",270020,강두원,E,1412110061047,2248154625,강원도 원주시 귀래면 귀래리 317 주식회사 두원석재,www.21stone.co.kr,,033-761-8361,033-761-8363,239,20120608,12
00964595,(주)엔바이오니아,"Envioneer Co., Ltd.",317870,한정철,K,1101112152067,2148675308,"충청북도 제천시 한방엑스포로 85, 85-1(왕암동) (주)엔바이오니아",envioneer.com,,031-716-3670,031-716-3673,339,20010116,12
01415892,(주)제이알글로벌위탁관리부동산투자회사,JR GLOBAL REIT,348950,오남수,Y,1101117263728,2078158077,서울특별시 중구 을지로 100,jrglobalreit.com,,02-2008-7035,,681,20191024,06
00523936,에이치비솔루션(주),"HB SOLUTION CO.,LTD.",297890,이재원,K,1311110065514,1298144690,충청남도 아산시 음봉면 연암율금로 77-26,www.hb-solution.co.kr,,041-549-8850,041-549-1611,29272,20010906,12
00111458,대영포장(주),"DAEYOUNG PACKAGING CO.,LTD",014160,"강병은,손용수",Y,1101110254104,1348101183,"경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))",www.dypc.co.kr,,031-490-9300,02)3472-5811,1721,19790601,12
00218575,(주)황금에스티,"Hwang Kum Steel & Technology Co., Ltd",032560,김종현,Y,1101110504195,1078118697,경기도 안산시 단원구 엠티브이1로 25 (주)황금에스티,www.hwangkum.com,,02-6121-4600,031-488-8433,24290,19860825,12
00991191,앱클론(주),AbClon Inc.,174900,이종서,K,1101114379213,1138640428,서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호,www.abclon.com,,02-2109-1294,02-2109-1296,213,20100625,12
01350638,주식회사 티티씨디펜스,"TTC Defence, INC.",309900,윤성욱,E,1101116526052,5898600787,경기도 부천시 조마루로385번길 122삼보테크노타워 B214호,ttcdefence.com/,,032-236-5010,024083789,739,20170922,12
00245694,남화산업(주),"Namhwa Industrial Co.,Ltd.",111710,"최재훈, 최영곤 (공동대표이사)",K,2001110021009,4088111016,전라남도 무안군 청계면 서호로 162,www.muangc.co.kr,,061-450-9025,061-450-9005,91121,19900223,12
00134316,(주)세원정공,"SEWON PRECISION INDUSTRY CO.,LTD",021820,장제상,Y,1701110039207,5038111081,대구광역시 달서구 달서대로 554,www.se-won.co.kr,,053-582-5161,(053)583-3555,303,19890729,06
01116274,(주)엠앤씨생명과학,"M&C Life Science Co., Ltd.",225860,김현철,E,1311110300960,1298670403,"서울특별시 송파구 법원로11길 11 (문정동, 문정현대지식산업센터1-1) A동 1301호",www.mncls.co.kr,,031-731-1401,031-747-1404,20423,20120103,12
01301623,비씨엔씨(주),"BCnC Co., Ltd.",146320,김돈한,K,1342110058902,1268172260,경기도 이천시 신둔면 마소로57번길 25,www.bcnc.co.kr,,031-638-8434,031-638-8436,261,20030619,12
01393299,케이비제19호기업인수목적 주식회사,"KB No.19 Special Purpose Acquisition Company Co., Ltd.",330990,최웅,E,1101117164570,7738601402,"서울특별시 영등포구 의사당대로1길 25, 905(여의도동)",,,02-784-0099,02-784-0090,661,20190708,12
00872452,주식회사 미래오토스,HNT Electronics Company Ltd.,176440,김동균,E,1311110218642,1298626455,"서울특별시 송파구 법원로 128 (문정동, 문정에스케이브이원지엘메트로시티), C동 1101-26호",www.hntelec.com,www.hntelec.com ,031-739-7897,02-3401-7897,26224,20081007,12
00139685,(주)양지사,Yangjisa,030960,이현,K,1101110244965,1198108488,경기도 김포시 양촌읍 황금1로 131,www.yangjisa.com,,02  -865 -0041,031-996-0077,1811,19790115,06
00103042,(주)케이씨티시,KCTC,009070,류주환,Y,1101110149446,2018110323,서울특별시 중구 남대문로 63 한진빌딩,www.kctc.co.kr,,02-310-0700,(02) 752-4404,49301,19730720,12
01117592,(주)인터코스,"Interkos Co.,Ltd",240340,김주덕,E,1201110729155,1318665790,인천광역시 남동구 남동서로362번길 62,www.interkos.co.kr,,032-815-8081,032-815-8084,20423,20141010,12
00120872,만호제강(주),MANHO ROPE & WIRE LTD,001080,김상환,Y,1801110054659,6068108662,부산광역시 강서구  녹산화전로 71,www.manhorope.com,,051-601-0351,051-442-1163,24123,19530904,06
00830447,(주)수프로,"Suppro Co.,Ltd",185190,채일,N,1101112035130,2208193529,서울특별시 서초구  강남대로 27 (양재동) aT센터 1301호,www.suppro.com,,02-6300-2444,02-6008-2453,46204,20000726,03
01160974,주식회사 바이오에프디엔씨,"BIO-FD&C CO.,LTD.",251120,"모상현, 정대현",K,1201110388092,1318194024,"인천광역시 연수구 송도미래로 30 A동 509호, 510호, 511호",www.biofdnc.com,,032-811-2027,032-822-2027,2110,20051111,12
00264787,럭슬(주),"LUXL CO., LTD.",033600,조태용,E,1243110006521,1258112615,경기도 평택시 고덕중앙로 290 (고덕동) 에이스퍼스트고덕 855호,www.luxl.co.kr,,031-660-9900,05043182159,303,19790620,12
01267684,쿠쿠홈시스 주식회사,"CUCKOO HOMESYS CO.,LTD",284740,구본학,Y,1355110319406,5908700993,경기도 시흥시 엠티브이북로 349(정왕동),"www,cuckoo.co.kr",,055-380-0734,032-457-9188,762,20171204,12
00975290,(주)에이스토리,"ASTORY Co., Ltd.",241840,이상백,K,1101112929276,1078644564,"서울특별시 마포구 월드컵북로 396 연구개발타워 14층 1401호 (상암동, 누리꿈스퀘어)",www.astory.co.kr,,02-2088-2585,02-2088-2589,591,20040106,12
00411905,테라셈(주),"TerraSem Co., Ltd.",182690,김경근,E,1344110015932,1268146549,전라북도 완주군 봉동읍 테크노밸리로 485 -,www.terrasem.com,,043-240-8160,043-218-2145,465,20000630,12
01414370,하이제5호기업인수목적 주식회사,HI Special Purpose Acquisitoin Company V,340120,한성룡,E,1101117258696,3998101816,서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층,-,,02-2122-9226,02-2122-9529,66199,20191014,12
00905316,하이골드오션3호선박투자회사,Hi Gold Ocean No.3 Ship Investment Company,153360,전주식,E,2201110087057,6168192319,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,imt@kmaringroup.com,,02-2090-4600,02-319-8188,761,20111031,12
00867973,(주)서남,"SuNAM Co., Ltd.",294630,문승현,K,1311110128338,1298178832,경기도 안성시 원곡면 승량길 52,www.i-sunam.com,,031-655-4336,031-655-4338,289,20041117,12
00828761,주식회사 레이,"Ray Co., Ltd.",228670,이상철,K,1345110084018,1358173282,경기도 성남시 분당구 판교역로 221 (삼평동 672) 투썬월드빌딩 12층,www.raymedical.co.kr/,,031-605-1000,031-602-7766,27111,20041006,12
00104698,(주)LS네트웍스,LS Networks Corporation Limited,000680,문성준,Y,1801110044717,6228104805,"경상남도 김해시 호계로 428 1층(부원동, 세화빌딩)",www.lsnetworks.co.kr,www.lsnetworks.co.kr,02-799-7114,02-6442-5423,46800,19491221,12
00122348,(주)방림,"PANGRIM CO.,LTD",003610,서재희 대표집행임원,Y,1101110035108,1078111490,서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층,www.pangrim.com,,02-2085-2114,(02)2088-2007,132,19621205,09
01264438,(주)자이언트스텝,GIANTSTEP Inc.,289220,"하승봉, 이지철",K,1101113909839,2118813952,서울특별시 강남구 학동로37길 8 &nbsp,www.giantstep.co.kr,,02-6952-4720,02-549-0903,59113,20080605,12
00170877,(주)진로발효,JinroDistillers,018120,김종식,K,1301110009365,1348104841,경기도 안산시 단원구 별망로 594,www.jrdcl.com,,031 -491 -2675,028644277,11121,19841231,12
00963000,(주)썬테크,"SUNTECH.CO.,LTD",217320,이선휴,N,2013110007757,4168114765,전라남도 순천시 해룡면 율촌산단4로 101,www.sun-tech.co.kr,,061-721-2222,061-722-3388,28111,19960529,12
01021949,(주)덱스터스튜디오,"Dexter studios Co., Ltd.",206560,"김욱, 강종익",K,2850110209804,1288668864,"서울특별시 마포구 매봉산로 75 1801호, 1901호(상암동,디디엠씨)",www.dexterstudios.com,,02-6391-7000,02-6391-7100,59120,20111229,12
01329957,(주)국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",307750,홍종호,K,1101116868529,1168701173,"경기도 안양시 동안구 학의로 282 B동 1516호 (관양동,금강펜테리움)",없음,,070-4894-6318,0505-088-3425,212,20180911,12
00135777,신대양제지(주),"SHINDAEYANG PAPER CO.,LTD",016590,"권혁홍, 이상천(각자 대표이사)",Y,1301110008789,1348102858,경기도 안산시 단원구 별망로 129 -,www.dygroup.co.kr,,031-494-7911,031-490-9320,172,19821217,12
00866594,(주)미애부,"Miev Co., Ltd.",225850,김현철,E,1101112869282,2118740485,"서울특별시 송파구 법원로11길 11 (문정동, 문정현대지식산업센터1-1) A동 13층 1301호",www.miev.co.kr,,02-528-6700,02-528-6703,464,20031006,12
00877819,(주)데이타솔루션,"Datasolution, Inc.",263800,"배복태, 정교중",K,1101114504901,1198637009,"서울특별시 강남구 언주로 620, 10층",www.datasolution.kr,,02-3467-7200,02)563-0015,465,20110103,12
00411048,(주)에스앤에스텍,S&S TECH CORPORATION,101490,정수홍,K,1311110057925,1298140113,대구광역시 달서구  호산동로 42,www.snstech.co.kr,,053-589-1600,053-589-1639,2629,20010222,12
00127200,삼영전자공업(주),"SAMYOUNG ELECTRONICS CO.,LTD",005680,"변동준, 김성수(각자 대표이사)",Y,1311110000205,1298100372,경기도 성남시 중원구  사기막골로 47 (상대원동),www.samyoung.co.kr,,031-743-6701,031)756-3030,26291,19680820,12
00147222,(주)전방,"CHONBANG CO.,LTD",000950,조덕현,Y,1101110005664,1028117373,"서울특별시 서대문구  서소문로 21 (충정로3가, 충정타워)",www.chonbang.co.kr,,02-2122-6000,02-392-3923,13101,19530223,12
00106456,(주)지앤엘,"GOLDEN & LUXURY Co., Ltd",014590,이성열,E,1101110353659,2078141902,제주특별자치도 제주시 삼무로 67 (연동) 썬호텔제주,www.jejusunresort.com,,064-741-8140,064-741-8378,91249,19791105,12
