corp_code,corp_name,corp_name_eng,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt,longitude,latitude,corp_depth1_cd,corp_depth1_nm,corp_depth2_cd,corp_depth2_nm,corp_depth3_cd,corp_depth3_nm,corp_depth4_cd,corp_depth4_nm,corp_depth5_cd,corp_depth5_nm,ctp_cd,ctp_nm,sig_cd,sig_nm,emd_cd,emd_nm
579379,금강제강(주),"KumKangsteel Co.,LTD",105070,임윤용,E,1845110018679.0,6218130479,경상남도 함안군 법수면 강주리 1072번지,hdcs.co.kr,,055-582-6902,055-582-6919,24312.0,19970501.0,12.0,128.328981705761,35.3156634971297,24.0,1차 금속 제조업,243.0,금속 주조업,2431.0,철강 주조업,24312.0,강주물 주조업,,,4800000000,경상남도,4873000000,함안군,4873033021,법수면 강주리
264857,(주)아라온테크,"Araontech Co., Ltd.",041060,"홍진규, 조명학(공동대표이사)",E,1101111257339.0,2118641060,경기도 성남구 분당구 황새울로 200번길 28 오너스타워 701호,www.eolith.co.kr,,031-737-2904,02-573-3322,58221.0,19960403.0,12.0,,,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,4100000000,경기도,4100000000,,4100000000,
375302,우리금융지주(주),"WooriFinance Holdings Co.,Ltd.",053000,이순우,E,1101112202797.0,1048160968,서울특별시 중구  소공로 51 우리은행본점 20층,www.woorifg.com,,02-2125-2000,"2125-2293,4",64992.0,20010327.0,12.0,126.981750727877,37.5594390741134,64.0,금융업,649.0,기타 금융업,6499.0,그 외 기타 금융업,64992.0,지주회사,,,1100000000,서울특별시,1114000000,중구,1114000000,
264848,(주)대국,Daekuk Corporation,042340,박준규,E,1101111305964.0,1208164549,서울특별시 송파구 송파동 32번지 대림빌딩 5층 ,www.daekuk.kr,,02-449-3314,02-449-3688,46800.0,19960807.0,12.0,127.105969069339,37.5100292791537,46.0,도매 및 상품 중개업,468.0,상품 종합 도매업,4680.0,상품 종합 도매업,46800.0,상품 종합 도매업,,,1100000000,서울특별시,1171000000,송파구,1171010400,송파동
251190,글로웍스(주),"Gloworks Co.,Ltd.",034600,박성훈,E,1101110712392.0,1058142963,서울특별시 서초구 반포동 107-3 4층 ,www.gloworks.co.kr,,02-2193-0601,02-3481-6861,58221.0,19900720.0,9.0,126.996502297124,37.4990133150244,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1165000000,서초구,1165010700,반포동
694003,중국식품포장유한공사,"CHINA FOOD PACKAGING INC.,LTD",900060,진민,E,,3834099500008074,"Flat 1407 14/F, City Landmark 1, 68 Chung On ST, Tsuen Wan, HK",www.chinafoodpack.co.kr,,852-3443-5717,,64992.0,20070830.0,3.0,,,64.0,금융업,649.0,기타 금융업,6499.0,그 외 기타 금융업,64992.0,지주회사,,,,,,,,
505170,동북아3호선박투자회사,Dongbuka  No.3 Ship Investment Company Co.Ltd,080960,권기훈,E,1801110490506.0,6068187425,부산광역시 사상구 사상로 461 (모라동),-,,02-590-1400,02-590-1414,71531.0,20040715.0,12.0,128.986748047927,35.1857363822719,71.0,전문 서비스업,715.0,회사 본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,71531.0,경영 컨설팅업,,,2600000000,부산광역시,2653000000,사상구,2653000000,
259439,(주)지아이바이오,"GIBIO Co., Ltd.",035450,심정현,E,1101111443798.0,1178119975,"서울특별시 강남구 논현로72길 16 (역삼동, 초원빌딩)",www.gi-bio.com,,02-3011-9102,02-3011-9191,62021.0,19970723.0,12.0,127.040910178151,37.4956623778101,62.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202.0,"컴퓨터시스템 통합 자문, 구축 및 관리업",62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,,,1100000000,서울특별시,1168000000,강남구,1168000000,
207436,주식회사 알에스넷,"R&S Networks Co., Ltd.",046430,최윤종,E,1101110401739.0,1068135844,서울특별시 금천구 가산동 481-11 번지 2층 ,www.rsnet.kr,,(02)3019-2200,(02)3019-2297,4659.0,19850524.0,6.0,126.877432374989,37.4852525875044,46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4659.0,기타 기계 및 장비 도매업,,,,,1100000000,서울특별시,1154500000,금천구,1154510100,가산동
408585,나이스메탈(주),"Nice Metal Co.,LTD",072530,김성재,E,1101111364811.0,1208170643,경기도 고양시 일산동구 장항동 731 동하넥서스빌딩 3층 307호 ,www.nicemetal.co.kr,,031-912-6063,032-581-9555,2611.0,19970115.0,12.0,126.76734496026,37.6646584629554,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",261.0,반도체 제조업,2611.0,전자집적회로 제조업,,,,,4100000000,경기도,4128500000,고양시,4128510400,일산동구 장항동
115038,하나IB증권 주식회사,Hana Investment Banking & Securities Inc.,003330,이찬근,E,1101110038673.0,1168103029,서울특별시 영등포구 여의도동 하나증권빌딩 23-3,www.hanaib.com,,02-3771-3000,3771-3020,66121.0,19620207.0,3.0,,,66.0,금융 및 보험 관련 서비스업,661.0,금융 지원 서비스업,6612.0,증권 및 선물 중개업,66121.0,증권 중개업,,,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동
288653,퓨쳐비젼(주),"FUTURE VISION CO.,LTD",042570,이 용 원,E,1101110564371.0,3128133403,충청남도 천안시 풍네면 남관리 54-10,www.future-vision.co.kr,,02-3218-2600,02-3218-2620,26.0,19880304.0,12.0,,,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,4400000000,충청남도,4413000000,천안시,4413000000,
303837,이레전자산업(주),"E-RAE Electronics Industry Co., Ltd.",045310,정문식,E,1101111322653.0,1188115332,서울특별시 금천구 가산동 371-51,www.erae.com,,02-861-6804,031-665-7196,2642.0,19960918.0,12.0,126.880462309648,37.4784666838285,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,1100000000,서울특별시,1154500000,금천구,1154510100,가산동
330017,(주)레이더스컴퍼니,"Raiders Company Co., Ltd.",047420,"윤종순, 장정호",E,1101111210436.0,1168153403,서울특별시 강남구 삼성동 142-3 엘지에클라트 B동 842호,www.raiderscompany.com,,02-6205-0424,02-3452-9577,58221.0,19951102.0,3.0,127.050928670633,37.5061683570162,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1168000000,강남구,1168010500,삼성동
264769,(주)포이보스,"POIBOS CO., LTD",038810,최순식,E,1101110969886.0,1028133029,경기도 고양시 일산구 주엽동 18 자유프라자 504호 ,www.daeyoungav.com,,031-905-9706,031-901-6599,18200.0,19930907.0,12.0,126.75900611763,37.6719328877443,18.0,인쇄 및 기록매체 복제업,182.0,기록매체 복제업,1820.0,기록매체 복제업,18200.0,기록매체 복제업,,,4100000000,경기도,4128000000,고양시,4128000000,
308948,(주)미디어코프,"MEDIAcorp, INC.",053890,최영재,E,1101111574965.0,1068174153,서울특별시 강남구 대치동 997-10 (유니온빌딩 7층) ,준비중,,02-2107-5400,2056-2103,5811.0,19980813.0,12.0,127.066482723305,37.5088600374772,58.0,출판업,581.0,"서적, 잡지 및 기타 인쇄물 출판업",5811.0,서적 출판업,,,,,1100000000,서울특별시,1168000000,강남구,1168010600,대치동
321222,(주)케이디세코,"K-D'seco Co., Ltd.",073780,신 동 걸,E,1101111686033.0,2298137733,전라북도 김제시 오정동 170-41 ,www.dmtsat.com,,02-571-9110,(02)3497-4992,26.0,19990423.0,12.0,126.917422397127,35.7689460901509,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,
361202,(주)이노블루,"InnoBlue Co.,Ltd.",066200,김찬규,E,1101110974306.0,2148160192,서울특별시 강남구 대치동 959-4번지 은혜빌딩 4층 ,-,,02-501-2539,02-501-5606,46521.0,19930928.0,12.0,127.058297069574,37.5042837416378,46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4652.0,"가전제품, 통신장비 및 부품 도매업",46521.0,가전제품 및 부품 도매업,,,1100000000,서울특별시,1168000000,강남구,1168010600,대치동
450728,(주)도움,"DOMCO.,LTD.",078610,유진하,E,1211110061647.0,1308156366,인천광역시 남구 주안5동 6번지 ,www.dom.co.kr,,02-547-2450,032-870-0139,2642.0,19980623.0,12.0,126.677500634304,37.4703006236439,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,2800000000,인천광역시,2800000000,,2800000000,
535773,(주)엑스씨이,"eXtendedComputingEnvironmentCO.,LTD.",081500,배성우,E,1311110046952.0,1298133209,서울특별시 동대문구 용두동 129-36 한독스포렉스빌딩 3층 ,www.xce.co.kr,,02-3489-7200,02-3489-7299,58221.0,20000307.0,12.0,127.031012422966,37.5720560322948,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1123000000,동대문구,1123010200,용두동
152950,코오롱유화(주),"KOLON CHEMICAL CO.,LTD",011020,한준수,E,1101110191405.0,1208100564,경기도 과천시 별양동 1-23 코오롱타워 10층,www.kolonchemical.co.kr,www.kolonchemical.co.kr/ir_pr/dear.asp?playmovie=1,02-3677-6046,02)3677-6190,20202.0,19760206.0,12.0,126.990757771577,37.425445924501,20.0,화학물질 및 화학제품 제조업; 의약품 제외,202.0,합성고무 및 플라스틱 물질 제조업,2020.0,합성고무 및 플라스틱 물질 제조업,20202.0,합성수지 및 기타 플라스틱 물질 제조업,,,4100000000,경기도,4129000000,과천시,4129010900,별양동
296069,(주)세라온홀딩스,"SERAONHOLDINGS CO.,LTD",050600,박 준 영,E,1341110062210.0,1388117799,서울특별시 강남구 청담동 94-9 번지 ,www.seraon.com,,031-382 -8510,031 -382 -8506,263.0,19980929.0,12.0,127.043934742448,37.525455616498,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",263.0,컴퓨터 및 주변장치 제조업,,,,,,,1100000000,서울특별시,1168000000,강남구,1168010400,청담동
521956,현대경매부동산일호투자회사,HYUNDAI AUCTION REAL ESTATE FUND 1ST,083160,와이즈에셋자산운용(주),E,1101113128116.0,1078657749,서울특별시 영등포구 여의도동 15-24 익스콘벤처타워 4층,www.wiseasset.co.kr,,02-2168-0400,02-2168-0481,64201.0,20041206.0,12.0,126.919599615342,37.527523502561,64.0,금융업,642.0,신탁업 및 집합투자업,6420.0,신탁업 및 집합투자업,64201.0,신탁업 및 집합투자업,,,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동
360540,우수씨엔에스(주),"WOOSU CNS CO., LTD.",060550,김정섭,E,1101110924757.0,2158132632,서울특별시 강남구 삼성동 70 ,www.woosucns.co.kr,,02-2104-2800,02-2104-2888,14120.0,19930314.0,12.0,127.052626473312,37.5149743903337,14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1412.0,속옷 및 잠옷 제조업,14120.0,속옷 및 잠옷 제조업,,,1100000000,서울특별시,1168000000,강남구,1168010500,삼성동
593519,동북아31호선박투자회사,Dongbuka No. 31 Ship Investment Company,093730,김연신,E,2201110058214.0,6168158062,제주특별자치도 제주시 이도2동 390 제주도중소기업종합지원센터 관리사무처,-,,02-746-7000,02-746-7006,71531.0,20061012.0,12.0,126.525066502193,33.4782930638633,71.0,전문 서비스업,715.0,회사 본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,71531.0,경영 컨설팅업,,,5000000000,제주특별자치도,5011000000,제주시,5011000000,
194372,후야인포넷(주),"HOOYA INFONET CO., LTD.",032050,김희정,E,1101110528658.0,2118138541,경기도 용인시 기흥읍 보라리 473-4 윤민테크노타운 6층,www.koreastemcell.com,,031-443-6351,031-443-6334,26410.0,19870424.0,12.0,127.102736963026,37.2489502946283,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2641.0,유선 통신장비 제조업,26410.0,유선 통신장비 제조업,,,4100000000,경기도,4146000000,용인시,4146000000,
154693,(주)이레아이엔씨,"Erae I&C co.,Ltd",036900,정문식,E,1101110681399.0,1258109385,경기도 평택시 모곡동 436,www.erae.com,,031 -665 -7190,031 -665 -7196,29180.0,19900309.0,12.0,127.076566239563,37.0391922033323,29.0,기타 기계 및 장비 제조업,291.0,일반 목적용 기계 제조업,2918.0,사무용 기계 및 장비 제조업,29180.0,사무용 기계 및 장비 제조업,,,4100000000,경기도,4122000000,평택시,4122010300,모곡동
106650,(주)카스코,"KOREA AUTOMOTIVE SYSTEMS CO.,LTD",005330,이정,E,1942110002593.0,6098106829,경상남도 창원시 성산동 72번지,www.kasco21.co.kr,,055-268-3500,0551-261-3340,30.0,19671209.0,12.0,128.67437010735,35.2030279318917,30.0,자동차 및 트레일러 제조업,,,,,,,,,4800000000,경상남도,4812000000,창원시,4812000000,
368791,(주)모델라인,"ModelLine Co.,  Ltd.",064720,여상민,E,1601110071219.0,3148121733,"서울특별시 강남구 청담동 8-1번지 소성빌딩 4,5층",www.modelline.co.kr,,(02)558-6300,02-533-2765,2642.0,19980512.0,12.0,127.047879889299,37.5224982546243,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,1100000000,서울특별시,1168000000,강남구,1168010400,청담동
220552,(주)청람디지탈,"CHUNG LAM DIGITAL CO.,LTD",035270,김유종,E,1341110034251.0,1388105425,경기도 안양시 동안구 호계동 1042번지 에메랄드 빌딩 8층,www.chunglam.com,,031-656-7650,02  -6912-8887,2642.0,19910727.0,12.0,126.953474334658,37.3914654310788,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,4100000000,경기도,4117300000,안양시,4117310400,동안구 호계동
294371,(주)한텔,Hantel Co. Ltd,041940,윤성진,E,1101111334963.0,2298124067,"경기도 성남시 중원구 상대원동 513-15,24 선텍시티 아파트형공장 제5층",www.han-tel.com,,031-777-2300,031-777-2310,2642.0,19961026.0,12.0,127.169182721447,37.4312909402223,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,4100000000,경기도,4113300000,성남시,4113310500,중원구 상대원동
353683,(주)코스모스피엘씨,"Cosmos PLC Co., Ltd.",053170,강민수,E,1101111455264.0,1168165684,서울특별시 강남구 역삼동 707-34 한신인터밸리 동관 11층,www.cosmosplc.net,,02-547-9347,(02)547-9348,58221.0,19970826.0,12.0,127.046532342517,37.5029735838547,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동
252375,(주)나노하이텍,"NANO HITEC ELECTRONIC CO.,LTD.",071360,이승길,E,1301110018382.0,1358108234,경기도 이천시 부발읍 가산1리 309 ,www.nanohitec.co.kr,,(031)637-5551,031-637-5444,26211.0,19920130.0,12.0,,,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262.0,전자부품 제조업,2621.0,표시장치 제조업,26211.0,액정 표시장치 제조업,,,4100000000,경기도,4150000000,이천시,4150025300,부발읍
260903,(주)쓰리소프트,3SOFT. Inc.,036360,김 학 겸,E,1101110980676.0,1168137043,"서울특별시 동작구 신대방동 395-68 보라매 나산 스위트 20, 21층 ",www.3soft.com,,02-841-0453,-    -,58221.0,19931023.0,12.0,126.92395192537,37.4906911578535,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1159000000,동작구,1159010900,신대방동
261461,(주)트라이콤,TRICOMINC.,038410,이강진,E,1101110952047.0,2148156233,서울특별시 강남구 대치동 996-15 ,www.tricom.co.kr,,02-2009-6571,02-587-3819,46510.0,19930623.0,12.0,127.065854951069,37.5084160136423,46.0,도매 및 상품 중개업,465.0,기계장비 및 관련 물품 도매업,4651.0,"컴퓨터 및 주변장치, 소프트웨어 도매업",46510.0,"컴퓨터 및 주변장치, 소프트웨어 도매업",,,1100000000,서울특별시,1168000000,강남구,1168010600,대치동
265218,케이엔에스홀딩스(주),KNS HOLDINGS INC.,036760,황병돈,E,1101110859425.0,2148158416,경기도 용인시 처인구 삼가동 421-3 ,www.knsholdings.co.kr,,02-538-5003,02-538-3113,263.0,19920523.0,12.0,127.156989132641,37.2336284498156,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",263.0,컴퓨터 및 주변장치 제조업,,,,,,,4100000000,경기도,4146100000,용인시,4146110300,처인구 삼가동
471989,(주)지비에스,"GBS Co., Ltd.",076170,김산,E,1942110065195.0,6098161778,강원도 춘천시 동면 장학리 191-151,www.gbscorp.co.kr,,033-262-3088,033-262-3088,25933.0,20040103.0,12.0,,,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반철물 제조업",25933.0,비동력식 수공구 제조업,,,,,,,,
306986,(주)피더블유제네틱스,"PWGenetics Co., Ltd.",065910,강창재,E,1101110840424.0,2148139137,서울특별시 강남구 역삼동 707-34 한신인터밸리24 서관 1901호 ,www.pwgenetics.com,,(02)2183-0160,(02)2183-0166,62021.0,19920321.0,12.0,127.046532342517,37.5029735838547,62.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202.0,"컴퓨터시스템 통합 자문, 구축 및 관리업",62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,,,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동
356644,엠텍반도체(주),"Mtek Semicon CO.,LTD",054440,김  직,E,1101110836530.0,1098128532,서울특별시 금천구 가산동 345-30 남성프라자 에이스9차 14층,www.mteksemi.co.kr,,"(02)3661-0577, (031)",02-3487-1651,29221.0,19920220.0,12.0,126.881768987485,37.4754755669915,29.0,기타 기계 및 장비 제조업,292.0,특수 목적용 기계 제조업,2922.0,가공 공작기계 제조업,29221.0,전자 응용 절삭기계 제조업,,,1100000000,서울특별시,1154500000,금천구,1154510100,가산동
305695,(주)세니콘,"CENICONE CO., LTD",056060,인성복,E,1101110665442.0,2148116605,경기도 안양시 동안구 비산동1115번지 신안메트로칸빌딩503호,www.wj-remote.com,,(02)566-9321,(02)569-3988,2642.0,19891221.0,12.0,126.954137075537,37.3926169264838,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,4100000000,경기도,4117300000,안양시,4117310100,동안구 비산동
257051,유씨아이콜스(주),UC IndustryCommunityOnLineServices Inc.,065810,"대표이사 이승훈의 직무대행자 박경홍,대표이사 박준영 (각자대표)",E,1101111501249.0,2118626958,서울특별시 강남구 대치동 949-1,www.icols.com,www.icols.com,070-7990-6700,(02)557-8724,58221.0,19980109.0,12.0,127.064248500847,37.5055766605577,58.0,출판업,582.0,소프트웨어 개발 및 공급업,5822.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,58221.0,시스템 소프트웨어 개발 및 공급업,,,1100000000,서울특별시,1168000000,강남구,1168010600,대치동
459589,코크렙제3호CR리츠,KOCREF CR-REITIII,073530,조필호,E,1101112835473.0,1078637971,서울특별시 강남구 역삼동 736-1,-,,02-787-0065,02-786-6622,68112.0,20030806.0,2.0,127.034898308484,37.4997200069753,68.0,부동산업,681.0,부동산 임대 및 공급업,6811.0,부동산 임대업,68112.0,비주거용 건물 임대업,,,1100000000,서울특별시,1168000000,강남구,1168010100,역삼동
366164,(주)아이티센네트웍스,"ITCEN NETWORKS CO., LTD.",057110,강영석,E,1701110119869.0,5018121545,대구광역시 남구 대명3동 2139번지 대구디지털산업진흥원 본관 301호,www.itcen.com,,(053)745-0550,053)745-0559,62021.0,19970423.0,12.0,,,62.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202.0,"컴퓨터시스템 통합 자문, 구축 및 관리업",62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,,,2700000000,대구광역시,2720000000,남구,2720000000,
436728,리얼티코리아제1호기업구조조정부동산투자(주),"REALTY KOREA CR REIT CO.,LTD",072450,"레이로버트, 브레드포드",E,1101112762999.0,1078633806,서울특별시 영등포구 여의도동 하나증권빌딩 10층,-,,02-3775-4492,02-3775-4419,68112.0,20030424.0,10.0,,,68.0,부동산업,681.0,부동산 임대 및 공급업,6811.0,부동산 임대업,68112.0,비주거용 건물 임대업,,,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동
136235,(주)BHK,BHK Inc.,003990,고 영 분,E,1101110045686.0,1018120628,서울특별시 강남구 논현동 261 현대인텔렉스빌딩 7층,www.bhk.co.kr,,02-541-4771,02-577-6716,46800.0,19640818.0,12.0,127.036310564022,37.5116244730877,46.0,도매 및 상품 중개업,468.0,상품 종합 도매업,4680.0,상품 종합 도매업,46800.0,상품 종합 도매업,,,1100000000,서울특별시,1168000000,강남구,1168010800,논현동
328854,(주)포넷,"FONET Co., Ltd.",048270,김기태,E,1101111333890.0,2208139277,경기도 성남시 분당구 정자동 180 미켈란 아케이드 4층 ,"www,fonet.co.kr",,031-782-1002,031-782-1001,5811.0,19961024.0,12.0,127.10699599675,37.3590918229397,58.0,출판업,581.0,"서적, 잡지 및 기타 인쇄물 출판업",5811.0,서적 출판업,,,,,4100000000,경기도,4113500000,성남시,4113510300,분당구 정자동
120960,맥슨텔레콤(주),"MAXON TELECOM CO.,LTD",009890,이 종 욱,E,1501110001127.0,3158100589,충청북도 청주시 흥덕구 송정동 70-55,www.maxon.co.kr,,043-261-1114,0431-262-7558,2642.0,19740521.0,12.0,127.442721671987,36.6404173529817,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,4300000000,충청북도,4311300000,청주시,4311311600,흥덕구 송정동
119733,엔토리노(주),nTorino Corporation Inc.,032590,"강태우,    손기영(각자대표이사)",E,1344110000347.0,1268101294,경기도 이천군 부발읍 신원리 610 - 1,www.dewell.co.kr,,02  -635 -5384 302,02  -555 -3867,2642.0,19790312.0,12.0,,,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",264.0,통신 및 방송 장비 제조업,2642.0,방송 및 무선 통신장비 제조업,,,,,4100000000,경기도,4100000000,,4100000000,
119423,(주)두림티앤씨,"DOORIM T&C CO., LTD.",033330,김준식,E,1101110376750.0,1348107867,경기도 수원시 권선구 고색동 925번지 첨단산업단지 3BL 5Lot,www.doorim.co.kr,www.doorimtnc.com,02  -578 -0471,02-2046-9350,22214.0,19840622.0,12.0,,,22.0,고무 및 플라스틱제품 제조업,222.0,플라스틱제품 제조업,2221.0,1차 플라스틱제품 제조업,22214.0,플라스틱 합성피혁 제조업,,,4100000000,경기도,4111300000,수원시,4111312800,권선구 고색동
557067,동북아27호선박투자회사,Dongbuka No. 27 Ship Investment Company,089170,김연신,E,1801110545179.0,6068195662,부산광역시 사상구 모라동 795-22,-,,02-746-7000,02-746-7006,71531.0,20060206.0,12.0,128.986706740559,35.1857394932969,71.0,전문 서비스업,715.0,회사 본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,71531.0,경영 컨설팅업,,,2600000000,부산광역시,2653000000,사상구,2653010200,모라동
557058,동북아28호선박투자회사,Dongbuka No. 28 Ship Investment Company,089180,김연신,E,1801110545187.0,6068195677,부산광역시 사상구 모라동 795-22,-,,02-746-7000,02-746-7006,71531.0,20060206.0,12.0,128.986706740559,35.1857394932969,71.0,전문 서비스업,715.0,회사 본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,71531.0,경영 컨설팅업,,,2600000000,부산광역시,2653000000,사상구,2653010200,모라동
557030,동북아30호선박투자회사,Dongbuka No. 30 Ship Investment Company,089200,김연신,E,1801110545137.0,6068195696,부산광역시 사상구 모라동 795-22,-,,02-746-7000,02-746-7006,71531.0,20060206.0,12.0,128.986706740559,35.1857394932969,71.0,전문 서비스업,715.0,회사 본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,71531.0,경영 컨설팅업,,,2600000000,부산광역시,2653000000,사상구,2653010200,모라동
557049,동북아29호선박투자회사,Dongbuka No. 29 Ship Investment Company,089190,김연신,E,1801110545195.0,6068195681,부산광역시 사상구 모라동 795-22,-,,02-746-7000,02-746-7006,71531.0,20060206.0,12.0,128.986706740559,35.1857394932969,71.0,전문 서비스업,715.0,회사 본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,71531.0,경영 컨설팅업,,,2600000000,부산광역시,2653000000,사상구,2653010200,모라동
244330,현주컴퓨터(주),HYUNJU COMPUTER CO. LTD,038960,강 웅 철,E,1101110886254.0,1068140236,경기도 성남시 중원구 상대원동 66-1,www.hyunju.com,,02  -2106-1000,02  -3281-0344,26310.0,19920824.0,6.0,127.179587489131,37.4423077038007,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",263.0,컴퓨터 및 주변장치 제조업,2631.0,컴퓨터 제조업,26310.0,컴퓨터 제조업,,,4100000000,경기도,4113300000,성남시,4113310500,중원구 상대원동
120100,LG석유화학(주),"LG PETROCHEMICAL CO.,LTD",012990,박진수(朴鎭洙),E,1101110226905.0,1168118779,서울특별시 영등포구 여의도동 20번지 LG트윈타워,www.lgpetro.com,www.lgpetro.com/kor/ir/manageinfo/manageinfo01.html,02-3773-7815,02-3773-3898,20111.0,19780306.0,12.0,126.929230127109,37.5278851112115,20.0,화학물질 및 화학제품 제조업; 의약품 제외,201.0,기초 화학물질 제조업,2011.0,기초 유기 화학물질 제조업,20111.0,석유화학계 기초 화학물질 제조업,,,1100000000,서울특별시,1156000000,영등포구,1156011000,여의도동
246657,(주)오브제,"OBZEE CO., LTD",058680,강진영,E,1101111048960.0,2038155520,"서울특별시 강동구 성내동 448-3,4",www.obzee.co.kr,,02-6424-0100,02-6424-0210,14112.0,19940621.0,12.0,,,14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1411.0,겉옷 제조업,14112.0,여자용 겉옷 제조업,,,1100000000,서울특별시,1174000000,강동구,1174010800,성내동
130037,(주)휴닉스,HUNIX INC.,009790,김기원,E,1201110019407.0,1378109700,인천광역시 남구 학익동 240-1 명인빌딩 701호,www.hunix.com,,032-865-7590,032-865-7592,2622.0,19740415.0,12.0,126.66980064166,37.4421453551023,26.0,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",262.0,전자부품 제조업,2622.0,인쇄회로기판 및 전자부품 실장기판 제조업,,,,,2800000000,인천광역시,2800000000,,2800000000,
